k,type,score,label
2,Kmeans,-0.02044,0
2,Kmeans,0.057434,1
2,Kmeans,0.265559,0
2,Kmeans,0.2028,1
2,Kmeans,0.245097,1
2,Kmeans,0.119652,1
2,Kmeans,0.034889,1
2,Kmeans,0.318426,1
2,Kmeans,0.284805,0
2,Kmeans,0.300971,0
2,Kmeans,0.262293,0
2,Kmeans,0.393995,1
2,Kmeans,0.263768,0
2,Kmeans,0.030856,0
2,Kmeans,0.242396,1
2,Kmeans,0.351281,1
2,Kmeans,0.419141,1
2,Kmeans,0.096681,1
2,Kmeans,0.161394,0
2,Kmeans,0.291017,0
2,Kmeans,0.206667,1
2,Kmeans,0.352922,1
2,Kmeans,0.160066,1
2,Kmeans,0.333919,0
2,Kmeans,0.088968,0
2,Kmeans,0.405072,1
2,Kmeans,0.186888,1
2,Kmeans,0.21136,1
2,Kmeans,0.273548,0
2,Kmeans,0.330793,0
2,Kmeans,0.139861,1
2,Kmeans,0.163854,1
2,Kmeans,0.289729,0
2,Kmeans,0.293802,1
2,Kmeans,0.217213,0
2,Kmeans,0.364367,0
2,Kmeans,0.207792,1
2,Kmeans,0.189673,0
2,Kmeans,0.425936,1
2,Kmeans,0.256309,1
2,Kmeans,0.214621,0
2,Kmeans,0.169552,0
2,Kmeans,0.095422,1
2,Kmeans,0.061019,0
2,Kmeans,0.365195,0
2,Kmeans,0.226257,1
2,Kmeans,0.27872,0
2,Kmeans,0.240776,1
2,Kmeans,0.096681,1
2,Kmeans,0.304665,0
2,Kmeans,0.090171,1
2,Kmeans,0.24542,1
2,Kmeans,0.050195,0
2,Kmeans,0.418317,1
2,Kmeans,0.210412,1
2,Kmeans,0.421911,1
2,Kmeans,0.063204,1
2,Kmeans,0.223946,1
2,Kmeans,0.354348,1
2,Kmeans,0.143786,0
2,Kmeans,0.291049,0
2,Kmeans,0.146512,0
2,Kmeans,0.105918,0
2,Kmeans,0.387694,1
2,Kmeans,0.394445,1
2,Kmeans,0.314375,1
2,Kmeans,0.271593,0
2,Kmeans,0.175205,0
2,Kmeans,0.257266,0
2,Kmeans,0.214744,0
2,Kmeans,0.077606,0
2,Kmeans,0.196605,1
2,Kmeans,0.317992,0
2,Kmeans,0.143071,1
2,Kmeans,0.182604,0
2,Kmeans,0.044951,0
2,Kmeans,0.204221,0
2,Kmeans,0.077825,1
2,Kmeans,0.367229,0
2,Kmeans,-0.003725,0
2,Kmeans,0.10781,1
2,Kmeans,0.245201,1
2,Kmeans,0.126992,1
2,Kmeans,0.365138,0
2,Kmeans,0.23567,0
2,Kmeans,0.380899,0
2,Kmeans,0.19322,1
2,Kmeans,0.172608,1
2,Kmeans,0.336576,0
2,Kmeans,0.050826,1
2,Kmeans,0.056298,0
2,Kmeans,0.362151,0
2,Kmeans,0.031463,0
2,Kmeans,0.083616,0
2,Kmeans,0.204453,1
2,Kmeans,0.326514,1
2,Kmeans,0.321276,0
2,Kmeans,0.085493,1
2,Kmeans,0.243568,1
2,Kmeans,0.083482,1
2,Kmeans,0.111339,0
2,Kmeans,0.205259,0
2,Kmeans,0.32947,0
2,Kmeans,0.120814,0
2,Kmeans,0.127582,1
2,Kmeans,0.181301,0
2,Kmeans,0.062647,0
2,Kmeans,0.436399,1
2,Kmeans,0.275378,1
2,Kmeans,0.308145,0
2,Kmeans,0.375574,1
2,Kmeans,0.372906,1
2,Kmeans,0.412669,1
2,Kmeans,0.400553,1
2,Kmeans,0.211928,1
2,Kmeans,0.28753,0
2,Kmeans,0.315956,0
2,Kmeans,0.147422,0
2,Kmeans,0.154232,1
2,Kmeans,0.259068,1
2,Kmeans,0.155919,0
2,Kmeans,0.367229,0
2,Kmeans,0.225308,0
2,Kmeans,0.081792,1
2,Kmeans,0.002531,0
2,Kmeans,0.381407,1
2,Kmeans,0.296769,0
2,Kmeans,0.104715,1
2,Kmeans,0.045787,1
2,Kmeans,0.436927,1
2,Kmeans,0.274182,1
2,Kmeans,0.109387,0
2,Kmeans,0.264199,0
2,Kmeans,0.272542,0
2,Kmeans,0.275378,1
2,Kmeans,0.118405,0
2,Kmeans,0.4176,1
2,Kmeans,-0.023993,0
2,Kmeans,0.313415,0
2,Kmeans,0.163833,0
2,Kmeans,0.262293,0
2,Kmeans,0.154552,0
2,Kmeans,0.289273,0
2,Kmeans,0.287906,1
2,Kmeans,0.050173,0
2,Kmeans,0.182301,0
2,Kmeans,0.445845,1
2,Kmeans,0.393927,1
2,Kmeans,0.259637,0
2,Kmeans,0.003049,0
2,Kmeans,0.044071,1
2,Kmeans,0.135272,0
2,Kmeans,0.164426,1
2,Kmeans,0.341131,0
2,Kmeans,0.305079,0
2,Kmeans,0.365195,0
2,Kmeans,0.338589,1
2,Kmeans,0.049443,0
2,Kmeans,0.202981,0
2,Kmeans,0.283228,0
2,Kmeans,0.335295,0
2,Kmeans,0.198145,0
2,Kmeans,0.028139,1
2,Kmeans,0.022119,0
2,Kmeans,0.441737,1
2,Kmeans,0.313989,0
2,Kmeans,0.347532,1
2,Kmeans,0.286457,1
2,Kmeans,0.067755,1
2,Kmeans,0.027696,0
2,Kmeans,0.136571,0
2,Kmeans,0.370606,1
2,Kmeans,0.056235,1
2,Kmeans,0.073978,0
2,Kmeans,0.126897,1
2,Kmeans,0.025216,0
2,Kmeans,0.233243,1
2,Kmeans,0.137874,0
2,Kmeans,0.11833,1
2,Kmeans,0.383976,1
2,Kmeans,0.25949,1
2,Kmeans,0.041802,0
2,Kmeans,0.195874,1
2,Kmeans,0.402954,1
2,Kmeans,0.407721,1
2,Kmeans,0.123118,1
2,Kmeans,0.025093,0
2,Kmeans,0.105336,1
2,Kmeans,0.142073,0
2,Kmeans,0.069766,0
2,Kmeans,0.300581,1
2,Kmeans,0.032384,1
2,Kmeans,0.356514,1
2,Kmeans,0.231099,0
2,Kmeans,0.108426,0
2,Kmeans,0.324875,1
2,Kmeans,0.044106,1
2,Kmeans,0.052524,0
2,Kmeans,0.239013,0
2,Kmeans,0.386337,1
2,Kmeans,0.332973,1
2,Kmeans,0.273727,0
2,Kmeans,0.153125,0
2,Kmeans,0.431273,1
2,Kmeans,0.22434,0
2,Kmeans,0.153868,1
2,Kmeans,0.295579,0
2,Kmeans,0.133365,1
2,Kmeans,0.422973,1
2,Kmeans,0.221545,0
2,Kmeans,0.307965,0
2,Kmeans,0.373944,0
2,Kmeans,0.298502,0
2,Kmeans,0.208866,0
2,Kmeans,0.236767,0
2,Kmeans,-0.037504,0
2,Kmeans,0.139582,0
2,Kmeans,0.292674,0
2,Kmeans,0.012228,0
2,Kmeans,0.081266,1
2,Kmeans,0.067494,0
2,Kmeans,0.104034,1
2,Kmeans,0.27872,0
2,Kmeans,0.420726,1
2,Kmeans,0.267249,1
2,Kmeans,-0.025827,0
2,Kmeans,0.148204,1
2,Kmeans,0.234014,0
2,Kmeans,0.031833,0
2,Kmeans,0.208644,1
2,Kmeans,0.347167,1
2,Kmeans,0.412404,1
2,Kmeans,0.106512,1
2,Kmeans,0.347723,0
2,Kmeans,0.382426,0
2,Kmeans,0.10452,0
2,Kmeans,0.120482,0
2,Kmeans,0.167428,1
2,Kmeans,0.249372,0
2,Kmeans,0.216599,1
2,Kmeans,0.234675,0
2,Kmeans,0.064399,1
2,Kmeans,0.172043,0
2,Kmeans,0.184275,1
2,Kmeans,0.136525,0
2,Kmeans,0.221104,0
2,Kmeans,0.127323,1
2,Kmeans,0.298502,0
2,Kmeans,0.051019,1
2,Kmeans,0.340957,0
2,Kmeans,0.391119,1
2,Kmeans,-0.021101,0
2,Kmeans,0.115037,0
2,Kmeans,0.246007,0
2,Kmeans,0.375387,1
2,Kmeans,0.241945,0
2,Kmeans,0.164923,0
2,Kmeans,0.129742,0
2,Kmeans,0.38209,0
2,Kmeans,0.304493,1
2,Kmeans,0.022119,0
2,Kmeans,0.231189,0
2,Kmeans,0.232344,1
2,Kmeans,0.325519,0
2,Kmeans,0.077139,1
2,Kmeans,0.020498,0
2,Kmeans,0.225308,0
2,Kmeans,0.257011,0
2,Kmeans,0.021986,0
2,Kmeans,0.35206,0
2,Kmeans,0.140689,1
2,Kmeans,0.299059,0
2,Kmeans,0.350276,0
2,Kmeans,0.333972,1
2,Kmeans,0.176756,1
2,Kmeans,0.08544,1
2,Kmeans,0.15364,0
2,Kmeans,0.308486,0
2,Kmeans,0.313672,1
2,Kmeans,0.281269,0
2,Kmeans,0.129083,0
2,Kmeans,0.217033,0
2,Kmeans,0.360136,1
2,Kmeans,0.390915,1
2,Kmeans,0.201841,1
2,Kmeans,0.250733,0
2,Kmeans,0.279805,1
2,Kmeans,0.430246,1
2,Kmeans,0.209093,0
2,Kmeans,0.271147,1
2,Kmeans,0.285058,0
2,Kmeans,0.431273,1
2,Kmeans,0.317178,1
2,Kmeans,0.115037,0
2,Kmeans,0.241828,0
2,Kmeans,0.302517,0
2,Kmeans,0.083903,0
2,Kmeans,0.065227,1
2,Kmeans,0.350492,1
2,Kmeans,0.016841,0
2,Kmeans,0.343088,1
2,Kmeans,0.007565,0
2,Kmeans,0.388939,1
2,Kmeans,0.157442,0
2,Kmeans,0.140689,1
2,Kmeans,0.031463,0
2,Kmeans,0.258912,0
2,Kmeans,-0.005791,0
2,Kmeans,0.433517,1
2,Kmeans,0.249707,1
2,Kmeans,0.119399,1
2,Kmeans,0.348611,1
2,Kmeans,0.285158,1
2,Kmeans,0.238428,1
2,Kmeans,0.287036,0
2,Kmeans,0.321937,0
2,Kmeans,0.31229,0
2,Kmeans,0.333827,0
2,Kmeans,-0.003066,0
2,Kmeans,0.239156,0
2,Kmeans,0.267926,0
2,Kmeans,0.349354,1
2,Kmeans,0.069803,0
2,Kmeans,0.012723,0
2,Kmeans,0.339139,1
2,Kmeans,0.290208,0
2,Kmeans,0.054942,1
2,Kmeans,-0.005791,0
2,Kmeans,0.287036,0
2,Kmeans,0.344893,1
2,Kmeans,0.221167,1
2,Kmeans,0.418462,1
2,Kmeans,0.118675,1
2,Kmeans,0.1696,0
2,Kmeans,0.059645,1
2,Kmeans,0.192845,0
2,Kmeans,0.138582,0
2,Kmeans,0.055942,1
2,Kmeans,0.204221,0
2,Kmeans,0.058187,0
2,Kmeans,0.237121,0
2,Kmeans,0.087736,1
2,Kmeans,0.261409,0
2,Kmeans,0.275003,0
2,Kmeans,0.096793,0
2,Kmeans,0.177537,1
2,Kmeans,0.224127,0
2,Kmeans,0.188932,0
2,Kmeans,0.258822,0
2,Kmeans,0.179073,1
2,Kmeans,0.162629,1
2,Kmeans,0.186764,0
2,Kmeans,0.079168,0
2,Kmeans,0.222361,0
2,Kmeans,0.301731,1
2,Kmeans,0.300133,0
2,Kmeans,0.176347,1
2,Kmeans,0.272947,0
2,Kmeans,0.016841,0
2,Kmeans,0.222221,0
2,Kmeans,0.310629,0
2,Kmeans,0.423322,1
2,Kmeans,0.205657,0
2,Kmeans,0.387942,0
2,Kmeans,0.161602,0
2,Kmeans,0.402954,1
2,Kmeans,0.318023,1
2,Kmeans,0.073377,1
2,Kmeans,0.040177,0
2,Kmeans,0.096685,0
2,Kmeans,0.411273,1
2,Kmeans,0.192879,0
2,Kmeans,0.288981,0
2,Kmeans,0.408561,1
2,Kmeans,-0.037935,0
2,Kmeans,0.327938,1
2,Kmeans,0.184275,1
2,Kmeans,0.180417,0
2,Kmeans,0.426687,1
2,Kmeans,0.443567,1
2,Kmeans,0.25728,1
2,Kmeans,0.051836,1
2,Kmeans,-0.031777,0
2,Kmeans,0.262066,0
2,Kmeans,0.316012,0
2,Kmeans,0.296947,0
2,Kmeans,0.329545,0
2,Kmeans,0.210517,0
2,Kmeans,0.057985,0
2,Kmeans,0.063541,1
2,Kmeans,0.181226,0
2,Kmeans,0.407164,1
2,Kmeans,0.338851,1
2,Kmeans,0.28226,1
2,Kmeans,0.282007,0
2,Kmeans,0.142675,1
2,Kmeans,0.214002,1
2,Kmeans,0.162027,1
2,Kmeans,0.210845,1
2,Kmeans,0.304665,0
2,Kmeans,0.386497,1
2,Kmeans,0.319067,1
2,Kmeans,0.05305,1
2,Kmeans,0.092837,0
2,Kmeans,0.411758,1
2,Kmeans,0.203031,1
2,Kmeans,0.30431,1
2,Kmeans,0.406497,1
2,Kmeans,0.175383,0
2,Kmeans,0.042573,1
2,Kmeans,0.023649,0
2,Kmeans,0.396158,1
2,Kmeans,0.073929,1
2,Kmeans,0.41562,1
2,Kmeans,0.362513,1
2,Kmeans,0.156176,1
2,Kmeans,0.295146,1
2,Kmeans,0.221167,1
2,Kmeans,0.108705,0
2,Kmeans,0.303792,1
2,Kmeans,0.285274,1
2,Kmeans,0.09786,0
2,Kmeans,0.103716,1
2,Kmeans,0.455329,1
2,Kmeans,0.181167,0
2,Kmeans,0.276581,0
2,Kmeans,0.235293,0
2,Kmeans,0.272611,0
2,Kmeans,0.336707,0
2,Kmeans,0.121176,0
2,Kmeans,0.201514,1
2,Kmeans,0.220164,0
2,Kmeans,0.16918,1
2,Kmeans,0.286761,1
2,Kmeans,0.090219,0
2,Kmeans,0.299275,1
2,Kmeans,0.289306,0
2,Kmeans,0.320179,0
2,Kmeans,0.354348,1
2,Kmeans,0.160918,0
2,Kmeans,0.263841,1
2,Kmeans,0.238773,1
2,Kmeans,0.378946,0
2,Kmeans,0.193294,0
2,Kmeans,0.307244,0
2,Kmeans,0.095053,1
2,Kmeans,0.177537,1
2,Kmeans,0.23158,1
2,Kmeans,0.237816,1
2,Kmeans,0.356346,0
2,Kmeans,0.091999,1
2,Kmeans,0.268637,0
2,Kmeans,0.128234,0
2,Kmeans,0.290637,1
2,Kmeans,0.127323,1
2,Kmeans,0.191946,1
2,Kmeans,0.433473,1
2,Kmeans,0.073295,1
2,Kmeans,0.400553,1
2,Kmeans,0.205418,0
2,Kmeans,0.355227,1
2,Kmeans,0.216877,1
2,Kmeans,0.172931,1
2,Kmeans,0.302228,0
2,Kmeans,0.329703,0
2,Kmeans,0.422911,1
2,Kmeans,0.273331,1
2,Kmeans,0.249047,1
2,Kmeans,0.265491,1
2,Kmeans,0.063273,1
2,Kmeans,0.345642,0
2,Kmeans,0.092945,0
2,Kmeans,0.084694,1
2,Kmeans,0.101201,0
2,Kmeans,-0.000974,0
2,Kmeans,0.324324,0
2,Kmeans,0.285224,1
2,Kmeans,-0.009742,0
2,Kmeans,0.109701,1
2,Kmeans,0.047573,0
2,Kmeans,0.333919,0
2,Kmeans,0.11229,1
2,Kmeans,0.134667,0
2,Kmeans,0.196404,1
2,Kmeans,0.272371,0
2,Kmeans,0.376121,0
2,Kmeans,0.055126,1
2,Kmeans,0.329618,0
2,Kmeans,0.356752,1
2,Kmeans,0.348001,1
2,Kmeans,0.288901,0
2,Kmeans,0.065894,0
2,Kmeans,0.289083,0
2,Kmeans,0.050767,0
2,Kmeans,0.063757,1
2,Kmeans,0.070712,1
2,Kmeans,0.286339,1
2,Kmeans,0.089982,1
2,Kmeans,0.308982,1
2,Kmeans,0.404871,1
2,Kmeans,0.325494,0
2,Kmeans,0.266471,0
2,Kmeans,0.300857,0
2,Kmeans,0.334915,0
2,Kmeans,0.35669,0
2,Kmeans,-0.041512,0
2,Kmeans,0.084694,1
2,Kmeans,0.301731,1
2,Kmeans,0.352323,0
2,Kmeans,0.292734,1
2,Kmeans,0.320478,0
2,Kmeans,0.285158,1
2,Kmeans,0.063256,1
2,Kmeans,0.094461,1
2,Kmeans,0.154561,0
2,Kmeans,0.414774,1
2,Kmeans,0.183208,0
2,Kmeans,0.186888,1
2,Kmeans,0.198251,0
2,Kmeans,0.386499,1
2,Kmeans,0.155836,0
2,Kmeans,0.28753,0
2,Kmeans,0.371048,1
2,Kmeans,0.17157,1
2,Kmeans,0.024362,0
2,Kmeans,0.294748,1
2,Kmeans,0.324347,0
2,Kmeans,0.034256,0
2,Kmeans,0.368739,0
2,Kmeans,0.100882,1
2,Kmeans,0.371802,0
2,Kmeans,0.086938,1
2,Kmeans,0.197788,1
2,Kmeans,0.233513,0
2,Kmeans,0.353225,1
2,Kmeans,0.292556,1
2,Kmeans,0.073377,1
2,Kmeans,0.294053,1
2,Kmeans,-0.003725,0
2,Kmeans,0.057846,0
2,Kmeans,0.210505,1
2,Kmeans,0.274698,1
2,Kmeans,0.30373,1
2,Kmeans,-0.000735,0
2,Kmeans,0.202576,0
2,Kmeans,0.188383,0
2,Kmeans,0.349544,0
2,Kmeans,0.145138,0
2,Kmeans,0.125742,0
2,Kmeans,0.318891,0
2,Kmeans,0.117218,0
2,Kmeans,0.020424,0
2,Kmeans,0.364773,0
2,Kmeans,0.340356,1
2,Kmeans,0.019078,0
2,Kmeans,0.267249,1
2,Kmeans,0.384945,0
2,Kmeans,0.208104,1
2,Kmeans,0.201854,0
2,Kmeans,0.415397,1
2,Kmeans,0.134281,0
2,Kmeans,0.412507,1
2,Kmeans,0.177554,0
2,Kmeans,0.248329,0
2,Kmeans,0.295459,0
2,Kmeans,0.048357,0
2,Kmeans,0.2364,0
2,Kmeans,0.286339,1
2,Kmeans,0.443567,1
2,Kmeans,0.284709,0
2,Kmeans,0.42083,1
2,Kmeans,0.117312,0
2,Kmeans,0.319791,1
2,Kmeans,0.098144,0
2,Kmeans,0.265856,1
2,Kmeans,0.136031,0
2,Kmeans,0.234396,0
2,Kmeans,0.1707,0
2,Kmeans,0.27983,0
2,Kmeans,0.096408,0
2,Kmeans,0.408246,1
2,Kmeans,0.301731,1
2,Kmeans,0.237292,1
2,Kmeans,0.326986,1
2,Kmeans,0.260385,0
2,Kmeans,0.362665,0
2,Kmeans,0.229163,0
2,Kmeans,0.133467,1
2,Kmeans,0.105336,1
2,Kmeans,0.409457,1
2,Kmeans,0.425114,1
2,Kmeans,0.312213,0
2,Kmeans,0.308982,1
2,Kmeans,-0.00272,0
2,Kmeans,0.282007,0
2,Kmeans,0.313854,0
2,Kmeans,0.323694,0
2,Kmeans,0.09137,0
2,Kmeans,0.065289,1
2,Kmeans,0.216476,1
2,Kmeans,0.073109,0
2,Kmeans,0.287814,0
2,Kmeans,0.236851,1
2,Kmeans,0.015197,0
2,Kmeans,0.253554,1
2,Kmeans,0.011604,0
2,Kmeans,0.036102,0
2,Kmeans,0.248316,1
2,Kmeans,0.3226,1
2,Kmeans,0.242982,1
2,Kmeans,0.239459,0
2,Kmeans,0.300973,0
2,Kmeans,0.199527,0
2,Kmeans,0.301163,1
2,Kmeans,0.236177,1
2,Kmeans,0.054754,0
2,Kmeans,0.310696,1
2,Kmeans,0.165147,0
2,Kmeans,0.094604,0
2,Kmeans,0.332391,0
2,Kmeans,0.352488,1
2,Kmeans,0.183757,1
2,Kmeans,0.073929,1
2,Kmeans,0.296133,0
2,Kmeans,0.393979,1
2,Kmeans,0.310149,0
2,Kmeans,0.220311,0
2,Kmeans,0.315868,1
2,Kmeans,0.131833,0
2,Kmeans,0.122788,1
2,Kmeans,0.163171,0
2,Kmeans,0.420523,1
2,Kmeans,0.065227,1
2,Kmeans,0.398166,0
2,Kmeans,0.163519,0
2,Kmeans,0.378618,1
2,Kmeans,0.288201,0
2,Kmeans,0.364773,0
2,Kmeans,0.061666,1
2,Kmeans,0.169844,1
2,Kmeans,0.188383,0
2,Kmeans,-0.013512,0
2,Kmeans,0.067254,0
2,Kmeans,0.335668,0
2,Kmeans,0.196024,0
2,Kmeans,0.187301,0
2,Kmeans,0.248761,1
2,Kmeans,-0.041512,0
2,Kmeans,0.163519,0
2,Kmeans,0.190451,1
2,Kmeans,0.17157,1
2,Kmeans,0.297681,0
2,Kmeans,0.291652,1
2,Kmeans,0.146018,1
2,Kmeans,0.109701,1
2,Kmeans,0.430946,1
2,Kmeans,0.252477,0
2,Kmeans,0.160819,0
2,Kmeans,0.267888,0
2,Kmeans,-0.045356,0
2,Kmeans,0.242982,1
2,Kmeans,0.354486,1
2,Kmeans,0.216215,0
2,Kmeans,0.072452,1
2,Kmeans,0.303071,1
2,Kmeans,0.22214,0
2,Kmeans,0.270247,1
2,Kmeans,0.274068,1
2,Kmeans,0.07533,0
2,Kmeans,0.196404,1
2,Kmeans,0.216215,0
2,Kmeans,0.295977,1
2,Kmeans,0.355315,0
2,Kmeans,0.164794,1
2,Kmeans,0.190451,1
2,Kmeans,0.066179,0
2,Kmeans,0.170677,0
2,Kmeans,0.377721,1
2,Kmeans,0.419132,1
2,Kmeans,0.435483,1
2,Kmeans,0.317367,1
2,Kmeans,0.059338,0
2,Kmeans,0.092947,0
2,Kmeans,0.252805,1
2,Kmeans,0.406445,1
2,Kmeans,0.323907,0
2,Kmeans,0.2799,0
2,Kmeans,0.180417,0
2,Kmeans,0.188383,0
2,Kmeans,0.13868,1
2,Kmeans,0.202981,0
2,Kmeans,0.270506,1
2,Kmeans,0.420168,1
2,Kmeans,0.113073,1
2,Kmeans,0.346613,0
2,Kmeans,0.288201,0
2,Kmeans,0.333322,0
2,Kmeans,-0.00704,0
2,Kmeans,0.134239,0
2,Kmeans,0.146744,1
2,Kmeans,0.045209,1
2,Kmeans,0.192859,0
2,Kmeans,0.373531,0
2,Kmeans,0.310998,0
2,Kmeans,0.200052,1
2,Kmeans,0.327575,1
2,Kmeans,0.021986,0
2,Kmeans,0.197325,1
2,Kmeans,0.340139,1
2,Kmeans,0.32007,0
2,Kmeans,0.320662,0
2,Kmeans,0.304665,0
2,Kmeans,0.317419,0
2,Kmeans,0.273331,1
2,Kmeans,0.232427,0
2,Kmeans,0.314495,1
2,Kmeans,0.287814,0
2,Kmeans,0.386926,1
2,Kmeans,0.430767,1
2,Kmeans,0.304776,1
2,Kmeans,0.031307,0
2,Kmeans,0.394388,1
2,Kmeans,0.048753,0
2,Kmeans,0.340097,0
2,Kmeans,0.395837,1
2,Kmeans,0.361241,1
2,Kmeans,0.070712,1
2,Kmeans,0.399187,1
2,Kmeans,0.213909,0
2,Kmeans,0.055941,0
2,Kmeans,0.340139,1
2,Kmeans,0.128378,0
2,Kmeans,0.247187,1
2,Kmeans,0.323631,0
2,Kmeans,0.230197,0
2,Kmeans,0.048754,0
2,Kmeans,0.345285,1
2,Kmeans,-0.019361,0
2,Kmeans,-0.030918,0
2,Kmeans,0.136571,0
2,Kmeans,0.256236,0
2,Kmeans,0.108705,0
2,Kmeans,0.384803,0
2,Kmeans,0.293248,1
2,Kmeans,0.272611,0
2,Kmeans,0.122636,1
2,Kmeans,0.331758,0
2,Kmeans,0.108246,1
2,Kmeans,0.323923,1
2,Kmeans,0.298553,1
2,Kmeans,0.356708,1
2,Kmeans,0.105652,0
2,Kmeans,0.198145,0
2,Kmeans,0.145158,1
2,Kmeans,-0.001723,0
2,Kmeans,0.347723,0
2,Kmeans,0.368128,0
2,Kmeans,0.146453,1
2,Kmeans,0.299514,1
2,Kmeans,0.293248,1
2,Kmeans,0.154175,0
2,Kmeans,0.406645,1
2,Kmeans,0.394837,0
2,Kmeans,0.334657,0
2,Kmeans,-0.013106,0
2,Kmeans,0.34156,0
2,Kmeans,0.324875,1
2,Kmeans,0.331448,1
2,GMM,0.300301,0
2,GMM,0.204536,0
2,GMM,0.291199,0
2,GMM,0.281815,0
2,GMM,0.227466,0
2,GMM,0.139001,1
2,GMM,0.260405,0
2,GMM,0.250306,0
2,GMM,0.208965,0
2,GMM,0.256376,0
2,GMM,0.263553,0
2,GMM,0.132197,0
2,GMM,0.309259,0
2,GMM,0.25462,0
2,GMM,0.302591,0
2,GMM,0.272417,0
2,GMM,0.331399,0
2,GMM,0.306392,0
2,GMM,0.316319,0
2,GMM,0.012482,0
2,GMM,0.252426,0
2,GMM,0.26713,0
2,GMM,-0.09671,1
2,GMM,0.344174,0
2,GMM,0.228859,0
2,GMM,0.224191,0
2,GMM,0.192753,0
2,GMM,0.330231,0
2,GMM,0.272517,0
2,GMM,0.316658,0
2,GMM,-0.307149,1
2,GMM,0.271375,0
2,GMM,0.105487,0
2,GMM,0.281142,0
2,GMM,0.105185,0
